<<<<<<< HEAD
﻿id,name,type,grade,rank,effect,owners,target
193,決死猛撃,伝授,自律攻撃,品質：S,【確率】50％【効果】ランダムな敵2人に武勇攻撃(ダメージ率240%)を仕掛け、自身の武勇を50％減少させる。効果は1ターン後の行動開始前まで持続する,,自分
194,幻惑の術,伝授,指揮補助,品質：S,【確率】100%【効果】戦闘開始後最初の3ターン、ランダムな敵2人は100%の確率で自律戦法の発動まで1ターン追加される,,敵軍ランダム2人
195,出雲の謀聖,伝授,自律攻撃,品質：S,【確率】50％【効果】ランダムな敵2人に知略攻撃(ダメージ率164%、さらに知略値によりダメージ増加)を仕掛ける。この戦法が発動する度に、発動率が10%増加する。効果は重複し、戦闘終了まで持続する,,敵軍ランダム2人
196,無双勇兵,伝授,自律攻撃,品質：S,【確率】45％【効果】敵全員に武勇攻撃(ダメージ率200%)を仕掛ける,,敵軍1人
197,誘引の計,伝授,指揮防御,品質：S,【確率】100%【効果】戦闘開始後最初の3ターン、敵全員に挑発を与え、かつ自身の統率を100増加させる,,自分
198,万全の計,伝授,自律攻撃,品質：S,【確率】55%【効果】ランダムな敵2人に知略攻撃(ダメージ率190%)を仕掛ける,,敵軍ランダム2人
199,堅守の策,伝授,受動攻撃,品質：S,【確率】100%【効果】自身に反撃(ダメージ率100%)を付与する,,自分
200,猛威勇槍,伝授,自律攻撃,品質：S,【確率】45%【効果】ランダムな敵2人に武勇攻撃(ダメージ率225%)を仕掛ける,,敵軍ランダム2人
201,墨俣一夜城,伝授,自律攻撃,品質：S,【確率】45%【効果】敵全員に知略攻撃(ダメージ率200%)を1回仕掛ける,,敵軍1人
202,勇断二突,伝授,追撃攻撃,品質：S,【確率】50％【効果】敵1人に通常攻撃後、同一の敵に追加で武勇攻撃(ダメージ率300%)を仕掛ける,,敵軍ランダム1人
203,軍律厳正,伝授,受動補助,品質：S,【確率】100%【効果】自身に奇策率が30%、奇策ダメージが、さらに75%増加する,,自分
204,大局掌握,伝授,受動補助,品質：A,【確率】100％【効果】自身の知略が60増加する,,自分
205,持続攻勢,伝授,自律補助,品質：A,【確率】40％【効果】自身に連撃を付与する。効果は1ターン後の行動開始前まで持続する,,自分
206,鋭気回復,伝授,自律攻撃,品質：A,【確率】55%【効果】戦法発動後、次のターンの自身の行動時、ランダムな敵2人に知略攻撃(ダメージ率100％)を仕掛け、ランダムな味方2人の兵力を回復する(回復率100％),,自分
207,反攻の策,伝授,追撃攻撃,品質：A,【確率】30％【効果】敵1人に通常攻撃後、同一の敵に追加で知略攻撃(ダメージ率120%)を仕掛け、窮地を付与する。効果は付与後2回目の行動開始前まで持続する,,敵軍ランダム1人
208,典雅堅忍,伝授,自律治療,品質：A,【確率】40％【効果】ランダムな味方2人に浄化を付与し、兵力を回復する(回復率120%),,自軍ランダム2人
209,壮烈痛撃,伝授,追撃攻撃,品質：A,【確率】35％【効果】敵1人に通常攻撃後、同一の敵に追加で武勇攻撃(ダメージ率200%)を仕掛ける,,敵軍ランダム1人
210,至高の采配,伝授,受動補助,品質：A,【確率】100%【効果】自身の全能力が32増加する,,自分
211,高揚号令,伝授,指揮補助,品質：A,【確率】100%【効果】戦闘開始後最初の3ターン、味方それぞれの与ダメージが本来の20％増加する,,不明
212,用心の命,伝授,指揮補助,品質：A,【確率】100%【効果】戦闘開始後最初の3ターン、味方それぞれの被ダメージが、本来の20％減少する,,不明
213,熟考の一手,伝授,自律攻撃,品質：A,【確率】50％【効果】戦法発動後、次のターンの自身の行動時、ランダムな敵2人に知略攻撃(ダメージ率192%)を仕掛ける,,自分
214,堅忍不抜,伝授,自律防御,品質：A,【確率】40％【効果】自身に2回抵抗を付与する。効果は1ターン後の行動開始前まで持続する,,自分
215,謀叛の将,伝授,自律攻撃,品質：A,【確率】35%【効果】ランダムな敵1人に武勇攻撃(ダメージ率170%)を仕掛け、丸腰を付与する。効果は付与後2回目の行動開始前まで持続する,,敵軍ランダム1人
216,急進乱突,伝授,自律攻撃,品質：A,【確率】35%【効果】ランダムな敵1人に知略攻撃(ダメージ率170%)を仕掛け、窮地を付与する。効果は2回目の行動開始前まで持続する,,敵軍ランダム1人
217,慎重進軍,伝授,追撃攻撃,品質：A,【確率】30％【効果】敵1人に通常攻撃後、同一の敵に追加で1回武勇攻撃(ダメージ率60％)を仕掛け、丸腰効果を付与する。効果は付与後2回目の行動開始前まで持続する,,敵軍ランダム1人
218,伝説の忍,伝授,指揮補助,品質：A,【確率】100%【効果】戦闘開始後の3、5、7ターン目に、80％の確率でランダムな敵2人に、そのターンの終了まで、窮地を付与する,,敵軍ランダム2人
219,冷静決断,伝授,受動補助,品質：A,【確率】100%【効果】自身の統率が60増加する,,自分
220,動揺打撃,伝授,自律攻撃,品質：A,【確率】50%【効果】ランダムな敵2人に動揺(ダメージ率156%)を付与する。効果は付与後に1回、行動開始すると終了する,,敵軍ランダム2人
221,防衛の才覚,伝授,自律補助,品質：A,【確率】40％【効果】自身の被ダメージが、本来の50％減少する。効果は2ターン後の行動開始前まで持続する,,自分
222,敵陣攪乱,伝授,指揮補助,品質：A,【確率】100%【効果】戦闘開始後第3、5、7ターン目に、80％確率でランダムな敵2人に、そのターンの終了まで、丸腰を付与する,,敵軍ランダム2人
223,潰乱の策,伝授,自律攻撃,品質：A,【確率】40％【効果】ランダムな敵2人に恐慌(ダメージ率222%)を付与する。効果は付与後に1回、行動開始すると終了する,,敵軍ランダム2人
224,裏の策,伝授,自律攻撃,品質：A,【確率】45%【効果】ランダムな敵2人に中毒(ダメージ率194%)を付与する。効果は付与後に1回、行動開始すると終了する,,敵軍ランダム2人
225,鶴の一声,伝授,自律治療,品質：A,【確率】50％【効果】ランダムな味方1人に救急(75%の確率で、回復率100%)を付与し、効果は2ターン後の行動開始前まで持続する,,不明
226,陽動の将,伝授,自律防御,品質：A,【確率】40％【効果】ランダムな敵2人に挑発を付与し、効果は付与後3回目の行動開始前まで持続する。さらに、自身の統率が70増加し、効果は2ターン後の行動開始前まで持続する,,自分
227,善戦無畏,伝授,自律攻撃,品質：A,【確率】35%【効果】ランダムな敵1人に武勇攻撃(ダメージ率170%)を仕掛け、窮地を付与する。効果は付与後2回目の行動開始前まで持続する,,敵軍ランダム1人
228,慈心休養,伝授,自律治療,品質：A,【確率】50％【効果】戦法発動後、次のターンの自身の行動時、ランダムな味方2人の兵力を回復する(回復率180%),,自分
229,鬼の猛攻,伝授,自律補助,品質：A,【確率】60%【効果】自身に範囲攻撃(ダメージ率60％)を付与する。効果は1ターン後の行動開始前まで持続する,,自分
230,不意乱撃,伝授,自律攻撃,品質：A,【確率】35%【効果】ランダムな敵1人に知略攻撃(ダメージ率170%)を仕掛け、丸腰を付与する。効果は２回目の行動開始前まで持続する,,敵軍ランダム1人
231,勇略,伝授,追撃攻撃,品質：A,【確率】45%【効果】敵1人に通常攻撃後、同一の敵に追加で知略攻撃(ダメージ率160%)を仕掛ける,,敵軍ランダム1人
232,勇往邁進,伝授,受動補助,品質：A,【確率】100%【効果】自身の武勇が60増加する,,自分
233,家臣親愛,伝授,自律補助,品質：A,【確率】30％【効果】兵力が一番少ない味方に1回抵抗を付与し、兵力を回復する(回復率188%)。効果は1ターン後の行動開始前まで持続する,,不明
234,人望の君,伝授,自律補助,品質：A,【確率】35％【効果】ランダムな敵1人に下克上を付与する。効果は付与後2回目の行動開始前まで持続する,,敵軍ランダム1人
235,烈火双撃,伝授,自律攻撃,品質：A,【確率】35%【効果】ランダムな敵2人に火傷(ダメージ率258%)を付与する。効果は付与後に1回、行動開始すると終了する,,敵軍ランダム2人
236,支柱の将,伝授,自律攻撃,品質：A,【確率】30%【効果】戦法発動後、次のターンの自身の行動時、ランダムな敵1人に武勇攻撃(ダメージ率355％)を仕掛ける,,自分
237,和敬清寂,伝授,自律補助,品質：B,【確率】35％【効果】自身に浄化を付与する,,自分
238,武人の慈悲,伝授,自律治療,品質：B,【確率】60%【効果】ランダムな味方1人の兵力を回復する(回復率80%),,不明
239,進攻の策,伝授,自律攻撃,品質：B,【確率】50%【効果】ランダムな敵1人に知略攻撃(ダメージ率104%)を仕掛ける,,敵軍ランダム1人
240,将の器,伝授,受動補助,品質：B,【確率】100%【効果】自身の統率が30増加する,,自分
241,果敢連撃,伝授,追撃攻撃,品質：B,【確率】35％【効果】敵1人に通常攻撃後、同一の敵に追加で武勇攻撃(ダメージ率125%)を仕掛ける,,敵軍ランダム1人
242,勇槍,伝授,受動補助,品質：B,【確率】100%【効果】自身の武勇が30増加する,,自分
243,守備の要,伝授,自律補助,品質：B,【確率】35%【効果】自身に反撃(ダメージ率60％)を付与する。効果は1ターン後の行動開始前まで持続する,,自分
244,戦場慧眼,伝授,自律補助,品質：B,【確率】35％【効果】自身に洞察を付与する。効果は2ターン後の行動開始前まで持続する,,自分
245,破敵猛技,伝授,自律補助,品質：B,【確率】35%【効果】ランダムな敵2人の被ダメージ率を、本来の20％上昇させる。効果は2ターン持続後の行動開始前まで持続する,,敵軍ランダム2人
246,剛勇の一撃,伝授,自律攻撃,品質：B,【確率】45%【効果】ランダムな敵1人に武勇攻撃(ダメージ率140%)を仕掛ける,,敵軍ランダム1人
247,双撃の計略,伝授,追撃攻撃,品質：B,【確率】50％【効果】敵1人に通常攻撃後、同一の敵に追加で知略攻撃(ダメージ率100％)を仕掛ける,,敵軍ランダム1人
248,早駆け,伝授,受動補助,品質：B,【確率】100%【効果】自身の速度が30増加する,,自分
249,教唆扇動,伝授,自律防御,品質：B,【確率】30%【効果】ランダムな敵2人に挑発を付与する。効果は付与後3回目の行動開始前まで持続する,,敵軍ランダム2人
250,重鎮防衛,伝授,自律補助,品質：B,【確率】100%【効果】自身の被ダメージを本来の30%減少させる。効果は1ターン後の行動開始前まで持続する,,自分
251,天恵,伝授,受動補助,品質：B,【確率】100%【効果】自身の知略が30増加する,,自分
>>>>>>> 6cc6e22068fd297841f9570f83ea405279f90609
